"Fréquence";"Géographie";"Niveau Géo";"Mesure état civil";"Statut de l'observation";Période;Valeur
"Annuel";"Marcoussis";"Commune";"Nombre de décès";"Normale";2016;68
"Annuel";"Longjumeau";"Commune";"Nombre de décès";"Normale";2016;128
"Annuel";"Saint-Aubin";"Commune";"Nombre de décès";"Normale";2016;6
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de décès";"Normale";2016;41
"Annuel";"Vauhallan";"Commune";"Nombre de décès";"Normale";2016;21
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de décès";"Normale";2016;119
"Annuel";"Villejust";"Commune";"Nombre de décès";"Normale";2016;11
"Annuel";"Linas";"Commune";"Nombre de décès";"Normale";2016;42
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de décès";"Normale";2016;30
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de décès";"Normale";2016;62
"Annuel";"Saclay";"Commune";"Nombre de décès";"Normale";2016;17
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de décès";"Normale";2016;98
"Annuel";"Igny";"Commune";"Nombre de décès";"Normale";2016;74
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de décès";"Normale";2016;1839
"Annuel";"Champlan";"Commune";"Nombre de décès";"Normale";2017;14
"Annuel";"Palaiseau";"Commune";"Nombre de décès";"Normale";2017;181
"Annuel";"Massy";"Commune";"Nombre de décès";"Normale";2017;244
"Annuel";"Montlhéry";"Commune";"Nombre de décès";"Normale";2017;60
"Annuel";"Ballainvilliers";"Commune";"Nombre de décès";"Normale";2017;25
"Annuel";"Igny";"Commune";"Nombre de décès";"Normale";2017;39
"Annuel";"Les Ulis";"Commune";"Nombre de décès";"Normale";2017;85
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de décès";"Normale";2017;146
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de décès";"Normale";2017;4
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de décès";"Normale";2017;5
"Annuel";"Orsay";"Commune";"Nombre de décès";"Normale";2017;95
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de décès";"Normale";2017;65
"Annuel";"Vauhallan";"Commune";"Nombre de décès";"Normale";2017;11
"Annuel";"Marcoussis";"Commune";"Nombre de décès";"Normale";2017;66
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de décès";"Normale";2017;104
"Annuel";"Linas";"Commune";"Nombre de décès";"Normale";2017;29
"Annuel";"Nozay";"Commune";"Nombre de décès";"Normale";2017;13
"Annuel";"Longjumeau";"Commune";"Nombre de décès";"Normale";2017;134
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de décès";"Normale";2017;120
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de décès";"Normale";2017;33
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de décès";"Normale";2017;28
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de décès";"Normale";2017;44
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de décès";"Normale";2017;105
"Annuel";"Wissous";"Commune";"Nombre de décès";"Normale";2017;28
"Annuel";"Saint-Aubin";"Commune";"Nombre de décès";"Normale";2017;2
"Annuel";"Villejust";"Commune";"Nombre de décès";"Normale";2017;9
"Annuel";"Saclay";"Commune";"Nombre de décès";"Normale";2017;29
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de décès";"Normale";2017;1718
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de décès";"Normale";2018;27
"Annuel";"Nozay";"Commune";"Nombre de décès";"Normale";2018;18
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de décès";"Normale";2018;63
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de décès";"Normale";2018;83
"Annuel";"Longjumeau";"Commune";"Nombre de décès";"Normale";2018;125
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de décès";"Normale";2018;163
"Annuel";"Wissous";"Commune";"Nombre de décès";"Normale";2018;27
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de décès";"Normale";2018;106
"Annuel";"Montlhéry";"Commune";"Nombre de décès";"Normale";2018;60
"Annuel";"Ballainvilliers";"Commune";"Nombre de décès";"Normale";2018;31
"Annuel";"Saint-Aubin";"Commune";"Nombre de décès";"Normale";2018;5
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de décès";"Normale";2018;53
"Annuel";"Palaiseau";"Commune";"Nombre de décès";"Normale";2018;173
"Annuel";"Saclay";"Commune";"Nombre de décès";"Normale";2018;22
"Annuel";"Linas";"Commune";"Nombre de décès";"Normale";2018;33
"Annuel";"Igny";"Commune";"Nombre de décès";"Normale";2018;66
"Annuel";"Massy";"Commune";"Nombre de décès";"Normale";2018;266
"Annuel";"Marcoussis";"Commune";"Nombre de décès";"Normale";2018;72
"Annuel";"Les Ulis";"Commune";"Nombre de décès";"Normale";2018;94
"Annuel";"Orsay";"Commune";"Nombre de décès";"Normale";2018;97
"Annuel";"Vauhallan";"Commune";"Nombre de décès";"Normale";2018;13
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de décès";"Normale";2018;126
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de décès";"Normale";2018;6
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de décès";"Normale";2018;2
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de décès";"Normale";2018;38
"Annuel";"Champlan";"Commune";"Nombre de décès";"Normale";2018;15
"Annuel";"Villejust";"Commune";"Nombre de décès";"Normale";2018;12
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de décès";"Normale";2018;1796
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de décès";"Normale";2019;9
"Annuel";"Ballainvilliers";"Commune";"Nombre de décès";"Normale";2019;29
"Annuel";"Wissous";"Commune";"Nombre de décès";"Normale";2019;36
"Annuel";"Marcoussis";"Commune";"Nombre de décès";"Normale";2019;52
"Annuel";"Saclay";"Commune";"Nombre de décès";"Normale";2019;14
"Annuel";"Orsay";"Commune";"Nombre de décès";"Normale";2019;103
"Annuel";"Linas";"Commune";"Nombre de décès";"Normale";2019;32
"Annuel";"Massy";"Commune";"Nombre de décès";"Normale";2019;273
"Annuel";"Saint-Aubin";"Commune";"Nombre de décès";"Normale";2019;2
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de décès";"Normale";2019;110
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de décès";"Normale";2019;181
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de décès";"Normale";2019;2
"Annuel";"Champlan";"Commune";"Nombre de décès";"Normale";2019;15
"Annuel";"Villejust";"Commune";"Nombre de décès";"Normale";2019;6
"Annuel";"Nozay";"Commune";"Nombre de décès";"Normale";2019;20
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de décès";"Normale";2019;119
"Annuel";"Longjumeau";"Commune";"Nombre de décès";"Normale";2019;131
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de décès";"Normale";2019;45
"Annuel";"Montlhéry";"Commune";"Nombre de décès";"Normale";2019;67
"Annuel";"Vauhallan";"Commune";"Nombre de décès";"Normale";2019;8
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de décès";"Normale";2019;20
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de décès";"Normale";2019;74
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de décès";"Normale";2019;49
"Annuel";"Igny";"Commune";"Nombre de décès";"Normale";2019;59
"Annuel";"Les Ulis";"Commune";"Nombre de décès";"Normale";2019;113
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de décès";"Normale";2019;100
"Annuel";"Palaiseau";"Commune";"Nombre de décès";"Normale";2019;182
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de décès";"Normale";2019;1851
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de décès";"Normale";2020;192
"Annuel";"Villejust";"Commune";"Nombre de décès";"Normale";2020;6
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de décès";"Normale";2020;79
"Annuel";"Palaiseau";"Commune";"Nombre de décès";"Normale";2020;222
"Annuel";"Vauhallan";"Commune";"Nombre de décès";"Normale";2020;11
"Annuel";"Saint-Aubin";"Commune";"Nombre de décès";"Normale";2020;6
"Annuel";"Ballainvilliers";"Commune";"Nombre de décès";"Normale";2020;27
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de décès";"Normale";2020;123
"Annuel";"Les Ulis";"Commune";"Nombre de décès";"Normale";2020;124
"Annuel";"Igny";"Commune";"Nombre de décès";"Normale";2020;59
"Annuel";"Massy";"Commune";"Nombre de décès";"Normale";2020;305
"Annuel";"Longjumeau";"Commune";"Nombre de décès";"Normale";2020;160
"Annuel";"Champlan";"Commune";"Nombre de décès";"Normale";2020;14
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de décès";"Normale";2020;30
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de décès";"Normale";2020;53
"Annuel";"Montlhéry";"Commune";"Nombre de décès";"Normale";2020;66
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de décès";"Normale";2020;123
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de décès";"Normale";2020;138
"Annuel";"Linas";"Commune";"Nombre de décès";"Normale";2020;38
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de décès";"Normale";2020;66
"Annuel";"Marcoussis";"Commune";"Nombre de décès";"Normale";2020;89
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de décès";"Normale";2020;5
"Annuel";"Nozay";"Commune";"Nombre de décès";"Normale";2020;11
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de décès";"Normale";2020;20
"Annuel";"Orsay";"Commune";"Nombre de décès";"Normale";2020;100
"Annuel";"Saclay";"Commune";"Nombre de décès";"Normale";2020;33
"Annuel";"Wissous";"Commune";"Nombre de décès";"Normale";2020;45
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de décès";"Normale";2020;2145
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de décès";"Normale";2021;162
"Annuel";"Saclay";"Commune";"Nombre de décès";"Normale";2021;32
"Annuel";"Orsay";"Commune";"Nombre de décès";"Normale";2021;99
"Annuel";"Igny";"Commune";"Nombre de décès";"Normale";2021;54
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de décès";"Normale";2021;35
"Annuel";"Vauhallan";"Commune";"Nombre de décès";"Normale";2021;19
"Annuel";"Villejust";"Commune";"Nombre de décès";"Normale";2021;11
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de décès";"Normale";2021;7
"Annuel";"Champlan";"Commune";"Nombre de décès";"Normale";2021;18
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de décès";"Normale";2021;111
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de décès";"Normale";2021;18
"Annuel";"Massy";"Commune";"Nombre de décès";"Normale";2021;281
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de décès";"Normale";2021;71
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de décès";"Normale";2021;119
"Annuel";"Palaiseau";"Commune";"Nombre de décès";"Normale";2021;194
"Annuel";"Les Ulis";"Commune";"Nombre de décès";"Normale";2021;119
"Annuel";"Montlhéry";"Commune";"Nombre de décès";"Normale";2021;61
"Annuel";"Marcoussis";"Commune";"Nombre de décès";"Normale";2021;93
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de décès";"Normale";2021;69
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de décès";"Normale";2021;58
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de décès";"Normale";2021;128
"Annuel";"Ballainvilliers";"Commune";"Nombre de décès";"Normale";2021;28
"Annuel";"Longjumeau";"Commune";"Nombre de décès";"Normale";2021;178
"Annuel";"Nozay";"Commune";"Nombre de décès";"Normale";2021;14
"Annuel";"Saint-Aubin";"Commune";"Nombre de décès";"Normale";2021;3
"Annuel";"Wissous";"Commune";"Nombre de décès";"Normale";2021;28
"Annuel";"Linas";"Commune";"Nombre de décès";"Normale";2021;31
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de décès";"Normale";2021;2041
"Annuel";"Wissous";"Commune";"Nombre de décès";"Normale";2022;34
"Annuel";"Massy";"Commune";"Nombre de décès";"Normale";2022;299
"Annuel";"Linas";"Commune";"Nombre de décès";"Normale";2022;40
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de décès";"Normale";2022;65
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de décès";"Normale";2022;196
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de décès";"Normale";2022;15
"Annuel";"Orsay";"Commune";"Nombre de décès";"Normale";2022;115
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de décès";"Normale";2022;49
"Annuel";"Saint-Aubin";"Commune";"Nombre de décès";"Normale";2022;3
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de décès";"Normale";2022;67
"Annuel";"Saclay";"Commune";"Nombre de décès";"Normale";2022;20
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de décès";"Normale";2022;10
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de décès";"Normale";2022;118
"Annuel";"Vauhallan";"Commune";"Nombre de décès";"Normale";2022;20
"Annuel";"Marcoussis";"Commune";"Nombre de décès";"Normale";2022;76
"Annuel";"Les Ulis";"Commune";"Nombre de décès";"Normale";2022;147
"Annuel";"Nozay";"Commune";"Nombre de décès";"Normale";2022;28
"Annuel";"Longjumeau";"Commune";"Nombre de décès";"Normale";2022;138
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de décès";"Normale";2022;23
"Annuel";"Villejust";"Commune";"Nombre de décès";"Normale";2022;11
"Annuel";"Ballainvilliers";"Commune";"Nombre de décès";"Normale";2022;30
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de décès";"Normale";2022;117
"Annuel";"Igny";"Commune";"Nombre de décès";"Normale";2022;77
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de décès";"Normale";2022;142
"Annuel";"Montlhéry";"Commune";"Nombre de décès";"Normale";2022;61
"Annuel";"Palaiseau";"Commune";"Nombre de décès";"Normale";2022;179
"Annuel";"Champlan";"Commune";"Nombre de décès";"Normale";2022;10
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de décès";"Normale";2022;2090
"Annuel";"Champlan";"Commune";"Nombre de décès";"Normale";2023;9
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de décès";"Normale";2023;20
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de décès";"Normale";2023;15
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de décès";"Normale";2023;132
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de décès";"Normale";2023;81
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de décès";"Normale";2023;46
"Annuel";"Vauhallan";"Commune";"Nombre de décès";"Normale";2023;11
"Annuel";"Les Ulis";"Commune";"Nombre de décès";"Normale";2023;128
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de décès";"Normale";2023;87
"Annuel";"Ballainvilliers";"Commune";"Nombre de décès";"Normale";2023;31
"Annuel";"Linas";"Commune";"Nombre de décès";"Normale";2023;36
"Annuel";"Marcoussis";"Commune";"Nombre de décès";"Normale";2023;75
"Annuel";"Saint-Aubin";"Commune";"Nombre de décès";"Normale";2023;4
"Annuel";"Villejust";"Commune";"Nombre de décès";"Normale";2023;10
"Annuel";"Montlhéry";"Commune";"Nombre de décès";"Normale";2023;52
"Annuel";"Wissous";"Commune";"Nombre de décès";"Normale";2023;36
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de décès";"Normale";2023;183
"Annuel";"Longjumeau";"Commune";"Nombre de décès";"Normale";2023;160
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de décès";"Normale";2023;6
"Annuel";"Nozay";"Commune";"Nombre de décès";"Normale";2023;18
"Annuel";"Igny";"Commune";"Nombre de décès";"Normale";2023;65
"Annuel";"Massy";"Commune";"Nombre de décès";"Normale";2023;280
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de décès";"Normale";2023;114
"Annuel";"Orsay";"Commune";"Nombre de décès";"Normale";2023;97
"Annuel";"Saclay";"Commune";"Nombre de décès";"Normale";2023;26
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de décès";"Normale";2023;123
"Annuel";"Palaiseau";"Commune";"Nombre de décès";"Normale";2023;195
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de décès";"Normale";2023;2040
"Annuel";"Longjumeau";"Commune";"Nombre de décès";"Normale";2024;149
"Annuel";"Marcoussis";"Commune";"Nombre de décès";"Normale";2024;73
"Annuel";"Verrières-le-Buisson";"Commune";"Nombre de décès";"Normale";2024;177
"Annuel";"Villebon-sur-Yvette";"Commune";"Nombre de décès";"Normale";2024;80
"Annuel";"Palaiseau";"Commune";"Nombre de décès";"Normale";2024;216
"Annuel";"Épinay-sur-Orge";"Commune";"Nombre de décès";"Normale";2024;128
"Annuel";"Orsay";"Commune";"Nombre de décès";"Normale";2024;129
"Annuel";"Gometz-le-Châtel";"Commune";"Nombre de décès";"Normale";2024;8
"Annuel";"Linas";"Commune";"Nombre de décès";"Normale";2024;28
"Annuel";"Les Ulis";"Commune";"Nombre de décès";"Normale";2024;152
"Annuel";"Ballainvilliers";"Commune";"Nombre de décès";"Normale";2024;35
"Annuel";"Bures-sur-Yvette";"Commune";"Nombre de décès";"Normale";2024;83
"Annuel";"Saulx-les-Chartreux";"Commune";"Nombre de décès";"Normale";2024;31
"Annuel";"Nozay";"Commune";"Nombre de décès";"Normale";2024;12
"Annuel";"Chilly-Mazarin";"Commune";"Nombre de décès";"Normale";2024;113
"Annuel";"Villejust";"Commune";"Nombre de décès";"Normale";2024;9
"Annuel";"Wissous";"Commune";"Nombre de décès";"Normale";2024;40
"Annuel";"La Ville-du-Bois";"Commune";"Nombre de décès";"Normale";2024;46
"Annuel";"Villiers-le-Bâcle";"Commune";"Nombre de décès";"Normale";2024;4
"Annuel";"Gif-sur-Yvette";"Commune";"Nombre de décès";"Normale";2024;122
"Annuel";"Saint-Aubin";"Commune";"Nombre de décès";"Normale";2024;2
"Annuel";"Massy";"Commune";"Nombre de décès";"Normale";2024;304
"Annuel";"Champlan";"Commune";"Nombre de décès";"Normale";2024;12
"Annuel";"Igny";"Commune";"Nombre de décès";"Normale";2024;65
"Annuel";"Saclay";"Commune";"Nombre de décès";"Normale";2024;29
"Annuel";"Vauhallan";"Commune";"Nombre de décès";"Normale";2024;14
"Annuel";"Montlhéry";"Commune";"Nombre de décès";"Normale";2024;63
"Annuel";"Communauté d'agglomération Communauté Paris-Saclay";"Etablissement public de coopération intercommunal";"Nombre de décès";"Normale";2024;2124